variant,place_thresh,cancel_buffer,max_pos,max_back_levels,order_decrease_coef,cross_thresh,cross_limit_maxpos_frac,premium_ema_coef,pred_momentum_coef,curv_impulse_coef,per_order_widen_frac,avg_pnl,avg_closed_pnl,avg_comm,sharpe,num_trds,sim_score
1110,0.00025,0.1,80,8,0.2,0.003,0.1,0.5,0,0,0.5,538.77,547.12,8.34,1.21,513,1077.43
1111,0.0003,0.1,80,8,0.2,0.003,0.1,0.5,0,0,0.5,523.69,531.23,7.55,1.32,461,938.37
1112,0.000175,0.1,80,4,0.5,0.003,0.1,0.5,0,0,0.5,554.07,564.70,10.63,1.47,654,1099.67
1113,0.000225,0.1,80,4,0.5,0.003,0.1,0.5,0,0,0.5,524.93,534.49,9.55,1.51,586,1017.51
1114,0.00025,0.1,80,4,0.5,0.003,0.1,0.5,0,0,0.5,503.55,512.73,9.18,1.27,566,878.50
1115,0.0003,0.1,80,4,0.5,0.003,0.1,0.5,0,0,0.5,542.44,550.87,8.43,1.56,514,1079.61
1116,0.000175,0.1,80,8,0.5,0.003,0.1,0.5,0,0,0.5,572.52,583.27,10.76,1.48,664,1157.25
1117,0.000225,0.1,80,8,0.5,0.003,0.1,0.5,0,0,0.5,556.71,566.18,9.46,1.60,584,1080.71
1118,0.00025,0.1,80,8,0.5,0.003,0.1,0.5,0,0,0.5,553.43,562.33,8.90,1.25,559,973.80
1119,0.0003,0.1,80,8,0.5,0.003,0.1,0.5,0,0,0.5,543.03,551.24,8.21,1.36,504,1042.97
1120,0.000175,0.1,80,4,0.7,0.003,0.1,0.5,0,0,0.5,579.58,590.64,11.06,1.48,683,1228.24
1121,0.000225,0.1,80,4,0.7,0.003,0.1,0.5,0,0,0.5,586.88,596.95,10.07,1.60,631,1178.02
1122,0.00025,0.1,80,4,0.7,0.003,0.1,0.5,0,0,0.5,512.79,522.48,9.69,1.35,600,1030.24
1123,0.0003,0.1,80,4,0.7,0.003,0.1,0.5,0,0,0.5,515.27,524.03,8.76,1.30,540,913.92
1124,0.000175,0.1,80,8,0.7,0.003,0.1,0.5,0,0,0.5,626.12,637.22,11.10,1.56,686,1376.53
1125,0.000225,0.1,80,8,0.7,0.003,0.1,0.5,0,0,0.5,591.55,601.61,10.06,1.34,620,1109.83
1126,0.00025,0.1,80,8,0.7,0.003,0.1,0.5,0,0,0.5,570.73,580.34,9.62,1.21,595,1029.17
1127,0.0003,0.1,80,8,0.7,0.003,0.1,0.5,0,0,0.5,564.00,572.68,8.68,1.31,549,1024.92
1128,0.000175,0.1,80,4,0.2,0.0045,0.1,0.5,0,0,0.5,526.87,536.56,9.69,1.47,608,1163.43
1129,0.000225,0.1,80,4,0.2,0.0045,0.1,0.5,0,0,0.5,506.85,515.40,8.55,1.23,531,950.70
1130,0.00025,0.1,80,4,0.2,0.0045,0.1,0.5,0,0,0.5,497.38,505.50,8.13,1.14,514,980.49
1131,0.0003,0.1,80,4,0.2,0.0045,0.1,0.5,0,0,0.5,452.74,460.04,7.30,1.18,460,777.25
1132,0.000175,0.1,80,8,0.2,0.0045,0.1,0.5,0,0,0.5,604.25,613.83,9.58,1.55,605,1202.03
1133,0.000225,0.1,80,8,0.2,0.0045,0.1,0.5,0,0,0.5,527.75,536.42,8.67,1.22,540,963.34
1134,0.00025,0.1,80,8,0.2,0.0045,0.1,0.5,0,0,0.5,509.74,517.78,8.04,1.18,506,894.98
1135,0.0003,0.1,80,8,0.2,0.0045,0.1,0.5,0,0,0.5,479.47,486.73,7.26,1.34,455,925.14
1136,0.000175,0.1,80,4,0.5,0.0045,0.1,0.5,0,0,0.5,519.65,530.09,10.44,1.34,661,1023.73
1137,0.000225,0.1,80,4,0.5,0.0045,0.1,0.5,0,0,0.5,518.21,527.54,9.33,1.49,581,1124.45
1138,0.00025,0.1,80,4,0.5,0.0045,0.1,0.5,0,0,0.5,507.74,516.46,8.72,1.17,550,949.51
1139,0.0003,0.1,80,4,0.5,0.0045,0.1,0.5,0,0,0.5,501.45,509.67,8.22,1.36,521,991.96
1140,0.000175,0.1,80,8,0.5,0.0045,0.1,0.5,0,0,0.5,522.07,532.44,10.36,1.27,651,959.70
1141,0.000225,0.1,80,8,0.5,0.0045,0.1,0.5,0,0,0.5,548.80,557.97,9.17,1.33,582,1079.26
1142,0.00025,0.1,80,8,0.5,0.0045,0.1,0.5,0,0,0.5,522.61,531.29,8.68,1.18,556,958.48
1143,0.0003,0.1,80,8,0.5,0.0045,0.1,0.5,0,0,0.5,563.82,571.89,8.07,1.30,508,983.84
1144,0.000175,0.1,80,4,0.7,0.0045,0.1,0.5,0,0,0.5,562.36,573.20,10.84,1.51,683,1169.81
1145,0.000225,0.1,80,4,0.7,0.0045,0.1,0.5,0,0,0.5,537.59,547.28,9.69,1.36,616,1029.60
1146,0.00025,0.1,80,4,0.7,0.0045,0.1,0.5,0,0,0.5,561.96,571.32,9.35,1.28,592,1143.37
1147,0.0003,0.1,80,4,0.7,0.0045,0.1,0.5,0,0,0.5,551.79,560.42,8.63,1.39,551,1001.50
1148,0.000175,0.1,80,8,0.7,0.0045,0.1,0.5,0,0,0.5,613.35,624.12,10.77,1.63,683,1279.83
1149,0.000225,0.1,80,8,0.7,0.0045,0.1,0.5,0,0,0.5,589.86,599.59,9.73,1.42,614,1112.89
1150,0.00025,0.1,80,8,0.7,0.0045,0.1,0.5,0,0,0.5,565.63,574.96,9.33,1.32,597,977.62
1151,0.0003,0.1,80,8,0.7,0.0045,0.1,0.5,0,0,0.5,517.11,525.50,8.39,1.40,536,984.74
1152,0.000175,0.1,80,4,0.2,0.0015,0.2,0.5,0,0,0.5,819.63,838.45,18.82,2.18,790,2011.89
1153,0.000225,0.1,80,4,0.2,0.0015,0.2,0.5,0,0,0.5,831.16,848.30,17.14,1.95,705,1919.22
1154,0.00025,0.1,80,4,0.2,0.0015,0.2,0.5,0,0,0.5,829.59,846.88,17.29,1.77,685,1939.24
1155,0.0003,0.1,80,4,0.2,0.0015,0.2,0.5,0,0,0.5,795.11,811.99,16.89,1.96,644,1912.56
1156,0.000175,0.1,80,8,0.2,0.0015,0.2,0.5,0,0,0.5,853.80,872.38,18.58,2.21,786,2254.65
1157,0.000225,0.1,80,8,0.2,0.0015,0.2,0.5,0,0,0.5,848.65,866.09,17.43,1.91,719,2085.13
1158,0.00025,0.1,80,8,0.2,0.0015,0.2,0.5,0,0,0.5,825.17,842.48,17.30,1.84,685,2087.50
1159,0.0003,0.1,80,8,0.2,0.0015,0.2,0.5,0,0,0.5,812.38,828.78,16.40,1.89,635,1929.82
1160,0.000175,0.1,80,4,0.5,0.0015,0.2,0.5,0,0,0.5,844.69,863.95,19.26,1.99,818,2057.38
1161,0.000225,0.1,80,4,0.5,0.0015,0.2,0.5,0,0,0.5,840.39,858.46,18.07,1.88,744,1927.38
1162,0.00025,0.1,80,4,0.5,0.0015,0.2,0.5,0,0,0.5,824.85,842.95,18.11,1.93,737,2012.26
1163,0.0003,0.1,80,4,0.5,0.0015,0.2,0.5,0,0,0.5,796.42,813.72,17.30,1.79,692,1785.90
1164,0.000175,0.1,80,8,0.5,0.0015,0.2,0.5,0,0,0.5,893.02,912.06,19.04,2.02,817,2328.71
1165,0.000225,0.1,80,8,0.5,0.0015,0.2,0.5,0,0,0.5,871.46,889.39,17.93,2.13,751,2193.23
1166,0.00025,0.1,80,8,0.5,0.0015,0.2,0.5,0,0,0.5,826.28,844.08,17.80,2.06,737,2142.56
1167,0.0003,0.1,80,8,0.5,0.0015,0.2,0.5,0,0,0.5,851.27,868.88,17.61,2.00,688,2216.66
1168,0.000175,0.1,80,4,0.7,0.0015,0.2,0.5,0,0,0.5,859.85,879.35,19.50,1.95,860,2035.95
1169,0.000225,0.1,80,4,0.7,0.0015,0.2,0.5,0,0,0.5,879.76,898.37,18.61,1.87,787,2141.51
1170,0.00025,0.1,80,4,0.7,0.0015,0.2,0.5,0,0,0.5,824.41,843.04,18.63,1.91,768,1999.52
1171,0.0003,0.1,80,4,0.7,0.0015,0.2,0.5,0,0,0.5,854.96,872.51,17.55,1.89,724,2115.39
1172,0.000175,0.1,80,8,0.7,0.0015,0.2,0.5,0,0,0.5,896.47,915.99,19.52,2.11,851,2228.08
1173,0.000225,0.1,80,8,0.7,0.0015,0.2,0.5,0,0,0.5,850.46,869.05,18.59,1.80,791,2001.28
1174,0.00025,0.1,80,8,0.7,0.0015,0.2,0.5,0,0,0.5,852.76,870.80,18.04,2.07,764,2173.02
1175,0.0003,0.1,80,8,0.7,0.0015,0.2,0.5,0,0,0.5,850.99,868.75,17.76,1.78,728,1934.09
1176,0.000175,0.1,80,4,0.2,0.003,0.2,0.5,0,0,0.5,529.46,539.45,9.99,1.54,612,1126.42
1177,0.000225,0.1,80,4,0.2,0.003,0.2,0.5,0,0,0.5,478.60,487.52,8.92,1.20,540,951.22
1178,0.00025,0.1,80,4,0.2,0.003,0.2,0.5,0,0,0.5,491.31,499.95,8.64,1.09,521,904.05
1179,0.0003,0.1,80,4,0.2,0.003,0.2,0.5,0,0,0.5,522.52,530.14,7.62,1.59,462,1087.14
1180,0.000175,0.1,80,8,0.2,0.003,0.2,0.5,0,0,0.5,537.46,547.31,9.85,1.32,603,1066.66
1181,0.000225,0.1,80,8,0.2,0.003,0.2,0.5,0,0,0.5,527.23,536.14,8.90,1.23,540,976.89
1182,0.00025,0.1,80,8,0.2,0.003,0.2,0.5,0,0,0.5,498.93,507.54,8.61,1.19,518,982.31
1183,0.0003,0.1,80,8,0.2,0.003,0.2,0.5,0,0,0.5,503.38,511.11,7.73,1.21,467,1041.04
1184,0.000175,0.1,80,4,0.5,0.003,0.2,0.5,0,0,0.5,573.07,583.90,10.83,1.35,663,1068.60
1185,0.000225,0.1,80,4,0.5,0.003,0.2,0.5,0,0,0.5,532.58,542.17,9.59,1.37,586,1030.20
1186,0.00025,0.1,80,4,0.5,0.003,0.2,0.5,0,0,0.5,550.55,559.65,9.11,1.31,555,1001.86
1187,0.0003,0.1,80,4,0.5,0.003,0.2,0.5,0,0,0.5,523.30,531.66,8.36,1.44,511,991.28
1188,0.000175,0.1,80,8,0.5,0.003,0.2,0.5,0,0,0.5,621.36,632.09,10.74,1.51,655,1141.96
1189,0.000225,0.1,80,8,0.5,0.003,0.2,0.5,0,0,0.5,581.36,591.04,9.68,1.46,594,1196.15
1190,0.00025,0.1,80,8,0.5,0.003,0.2,0.5,0,0,0.5,564.52,573.65,9.12,1.31,564,1056.56
1191,0.0003,0.1,80,8,0.5,0.003,0.2,0.5,0,0,0.5,501.56,509.83,8.27,1.47,506,992.29
1192,0.000175,0.1,80,4,0.7,0.003,0.2,0.5,0,0,0.5,579.47,590.53,11.06,1.48,689,1150.62
1193,0.000225,0.1,80,4,0.7,0.003,0.2,0.5,0,0,0.5,531.22,541.38,10.17,1.10,620,1002.67
1194,0.00025,0.1,80,4,0.7,0.003,0.2,0.5,0,0,0.5,586.23,595.35,9.12,1.42,560,1131.99
1195,0.0003,0.1,80,4,0.7,0.003,0.2,0.5,0,0,0.5,542.86,551.74,8.88,1.53,547,1026.40
1196,0.000175,0.1,80,8,0.7,0.003,0.2,0.5,0,0,0.5,588.32,599.52,11.20,1.37,689,1107.89
1197,0.000225,0.1,80,8,0.7,0.003,0.2,0.5,0,0,0.5,642.73,652.80,10.07,1.54,624,1242.53
1198,0.00025,0.1,80,8,0.7,0.003,0.2,0.5,0,0,0.5,584.07,593.87,9.80,1.43,599,1048.80
1199,0.0003,0.1,80,8,0.7,0.003,0.2,0.5,0,0,0.5,560.27,569.12,8.85,1.50,546,1132.91
1200,0.000175,0.1,80,4,0.2,0.0045,0.2,0.5,0,0,0.5,519.89,529.54,9.65,1.54,607,1097.45
1201,0.000225,0.1,80,4,0.2,0.0045,0.2,0.5,0,0,0.5,483.41,491.91,8.50,1.17,535,982.19
1202,0.00025,0.1,80,4,0.2,0.0045,0.2,0.5,0,0,0.5,539.06,547.18,8.12,1.27,510,1037.28
1203,0.0003,0.1,80,4,0.2,0.0045,0.2,0.5,0,0,0.5,495.02,502.31,7.30,1.36,458,1045.71
1204,0.000175,0.1,80,8,0.2,0.0045,0.2,0.5,0,0,0.5,575.79,585.55,9.76,1.60,610,1171.35
1205,0.000225,0.1,80,8,0.2,0.0045,0.2,0.5,0,0,0.5,527.48,536.22,8.74,1.35,539,979.59
1206,0.00025,0.1,80,8,0.2,0.0045,0.2,0.5,0,0,0.5,563.82,571.91,8.09,1.14,507,943.84
1207,0.0003,0.1,80,8,0.2,0.0045,0.2,0.5,0,0,0.5,473.68,480.95,7.27,1.28,456,919.61
1208,0.000175,0.1,80,4,0.5,0.0045,0.2,0.5,0,0,0.5,516.49,526.80,10.30,1.37,647,1093.47
1209,0.000225,0.1,80,4,0.5,0.0045,0.2,0.5,0,0,0.5,558.62,567.99,9.37,1.27,587,991.97
1210,0.00025,0.1,80,4,0.5,0.0045,0.2,0.5,0,0,0.5,510.24,518.99,8.75,1.31,553,1016.97
1211,0.0003,0.1,80,4,0.5,0.0045,0.2,0.5,0,0,0.5,524.23,532.22,8.00,1.31,502,1031.93
1212,0.000175,0.1,80,8,0.5,0.0045,0.2,0.5,0,0,0.5,587.89,598.28,10.39,1.47,655,1202.83
1213,0.000225,0.1,80,8,0.5,0.0045,0.2,0.5,0,0,0.5,579.78,589.06,9.28,1.38,585,1131.48
1214,0.00025,0.1,80,8,0.5,0.0045,0.2,0.5,0,0,0.5,541.65,550.44,8.79,1.15,556,926.65
1215,0.0003,0.1,80,8,0.5,0.0045,0.2,0.5,0,0,0.5,514.56,522.53,7.96,1.30,503,935.39
1216,0.000175,0.1,80,4,0.7,0.0045,0.2,0.5,0,0,0.5,560.85,571.75,10.90,1.23,685,1173.13
1217,0.000225,0.1,80,4,0.7,0.0045,0.2,0.5,0,0,0.5,516.93,526.64,9.71,1.30,618,896.63
1218,0.00025,0.1,80,4,0.7,0.0045,0.2,0.5,0,0,0.5,578.74,588.06,9.32,1.29,590,993.30
1219,0.0003,0.1,80,4,0.7,0.0045,0.2,0.5,0,0,0.5,534.90,543.43,8.53,1.29,536,937.71
1220,0.000175,0.1,80,8,0.7,0.0045,0.2,0.5,0,0,0.5,579.59,590.43,10.84,1.37,685,1143.52
1221,0.000225,0.1,80,8,0.7,0.0045,0.2,0.5,0,0,0.5,598.31,608.00,9.69,1.38,615,1167.23
1222,0.00025,0.1,80,8,0.7,0.0045,0.2,0.5,0,0,0.5,546.58,555.89,9.30,1.36,590,1030.11
1223,0.0003,0.1,80,8,0.7,0.0045,0.2,0.5,0,0,0.5,550.46,558.82,8.36,1.24,531,993.30
1224,0.000175,0.1,80,4,0.2,0.0015,0.4,0.5,0,0,0.5,866.37,886.97,20.60,2.14,795,2071.78
1225,0.000225,0.1,80,4,0.2,0.0015,0.4,0.5,0,0,0.5,828.41,847.72,19.31,1.73,713,1970.96
1226,0.00025,0.1,80,4,0.2,0.0015,0.4,0.5,0,0,0.5,826.81,845.84,19.03,1.73,689,1928.66
1227,0.0003,0.1,80,4,0.2,0.0015,0.4,0.5,0,0,0.5,829.89,848.46,18.57,1.88,665,1839.39
1228,0.000175,0.1,80,8,0.2,0.0015,0.4,0.5,0,0,0.5,779.70,800.13,20.42,1.86,772,2009.12
1229,0.000225,0.1,80,8,0.2,0.0015,0.4,0.5,0,0,0.5,840.75,859.83,19.08,2.01,697,2087.67
1230,0.00025,0.1,80,8,0.2,0.0015,0.4,0.5,0,0,0.5,737.60,756.23,18.63,1.53,658,1664.79
1231,0.0003,0.1,80,8,0.2,0.0015,0.4,0.5,0,0,0.5,802.74,820.92,18.17,1.98,643,1927.84
1232,0.000175,0.1,80,4,0.5,0.0015,0.4,0.5,0,0,0.5,850.11,870.43,20.32,2.07,813,2153.25
1233,0.000225,0.1,80,4,0.5,0.0015,0.4,0.5,0,0,0.5,810.98,830.83,19.85,2.05,751,1973.18
1234,0.00025,0.1,80,4,0.5,0.0015,0.4,0.5,0,0,0.5,855.54,875.87,20.33,1.99,758,1947.26
1235,0.0003,0.1,80,4,0.5,0.0015,0.4,0.5,0,0,0.5,830.84,850.02,19.18,1.67,693,1810.38
1236,0.000175,0.1,80,8,0.5,0.0015,0.4,0.5,0,0,0.5,892.88,913.62,20.74,1.96,818,2078.66
1237,0.000225,0.1,80,8,0.5,0.0015,0.4,0.5,0,0,0.5,849.85,869.21,19.36,1.95,730,2005.73
1238,0.00025,0.1,80,8,0.5,0.0015,0.4,0.5,0,0,0.5,785.90,806.04,20.15,2.00,750,1970.84
1239,0.0003,0.1,80,8,0.5,0.0015,0.4,0.5,0,0,0.5,792.71,811.55,18.85,1.81,669,1888.39
1240,0.000175,0.1,80,4,0.7,0.0015,0.4,0.5,0,0,0.5,838.46,859.32,20.86,1.81,835,1996.68
1241,0.000225,0.1,80,4,0.7,0.0015,0.4,0.5,0,0,0.5,876.48,897.24,20.76,2.00,818,2198.62
1242,0.00025,0.1,80,4,0.7,0.0015,0.4,0.5,0,0,0.5,815.00,835.41,20.41,2.15,776,1928.71
1243,0.0003,0.1,80,4,0.7,0.0015,0.4,0.5,0,0,0.5,922.01,942.07,20.06,1.67,734,2018.97
1244,0.000175,0.1,80,8,0.7,0.0015,0.4,0.5,0,0,0.5,867.12,887.68,20.56,2.00,822,2043.14
1245,0.000225,0.1,80,8,0.7,0.0015,0.4,0.5,0,0,0.5,857.97,877.95,19.98,1.79,764,2032.23
1246,0.00025,0.1,80,8,0.7,0.0015,0.4,0.5,0,0,0.5,817.53,837.57,20.04,1.75,748,1854.96
1247,0.0003,0.1,80,8,0.7,0.0015,0.4,0.5,0,0,0.5,792.40,811.64,19.24,1.77,694,1850.55
1248,0.000175,0.1,80,4,0.2,0.003,0.4,0.5,0,0,0.5,576.37,586.62,10.24,1.61,616,1124.35
1249,0.000225,0.1,80,4,0.2,0.003,0.4,0.5,0,0,0.5,528.81,537.82,9.02,1.32,544,1055.49
1250,0.00025,0.1,80,4,0.2,0.003,0.4,0.5,0,0,0.5,484.78,493.45,8.67,1.19,521,906.66
1251,0.0003,0.1,80,4,0.2,0.003,0.4,0.5,0,0,0.5,498.83,506.64,7.81,1.26,469,948.98
1252,0.000175,0.1,80,8,0.2,0.003,0.4,0.5,0,0,0.5,529.90,540.22,10.33,1.21,612,1013.13
1253,0.000225,0.1,80,8,0.2,0.003,0.4,0.5,0,0,0.5,541.80,550.83,9.03,1.29,543,1022.56
1254,0.00025,0.1,80,8,0.2,0.003,0.4,0.5,0,0,0.5,521.51,530.04,8.53,1.32,509,974.05
1255,0.0003,0.1,80,8,0.2,0.003,0.4,0.5,0,0,0.5,495.04,502.83,7.78,1.34,467,977.95
1256,0.000175,0.1,80,4,0.5,0.003,0.4,0.5,0,0,0.5,548.16,558.92,10.77,1.43,655,1086.00
1257,0.000225,0.1,80,4,0.5,0.003,0.4,0.5,0,0,0.5,526.28,536.08,9.79,1.27,587,1009.69
1258,0.00025,0.1,80,4,0.5,0.003,0.4,0.5,0,0,0.5,564.46,573.82,9.36,1.33,562,1074.41
1259,0.0003,0.1,80,4,0.5,0.003,0.4,0.5,0,0,0.5,562.64,571.29,8.64,1.43,516,1061.33
1260,0.000175,0.1,80,8,0.5,0.003,0.4,0.5,0,0,0.5,644.89,655.78,10.88,1.61,660,1241.06
1261,0.000225,0.1,80,8,0.5,0.003,0.4,0.5,0,0,0.5,576.19,585.97,9.78,1.43,590,1152.45
1262,0.00025,0.1,80,8,0.5,0.003,0.4,0.5,0,0,0.5,559.70,569.04,9.34,1.49,563,1102.09
1263,0.0003,0.1,80,8,0.5,0.003,0.4,0.5,0,0,0.5,599.42,608.02,8.59,1.45,509,1174.14
1264,0.000175,0.1,80,4,0.7,0.003,0.4,0.5,0,0,0.5,534.38,545.78,11.40,1.24,695,1040.58
1265,0.000225,0.1,80,4,0.7,0.003,0.4,0.5,0,0,0.5,573.15,583.44,10.29,1.47,631,1105.62
1266,0.00025,0.1,80,4,0.7,0.003,0.4,0.5,0,0,0.5,514.63,524.42,9.79,1.33,599,977.95
1267,0.0003,0.1,80,4,0.7,0.003,0.4,0.5,0,0,0.5,561.90,570.97,9.07,1.38,551,1092.81
1268,0.000175,0.1,80,8,0.7,0.003,0.4,0.5,0,0,0.5,617.85,629.16,11.30,1.48,687,1173.30
1269,0.000225,0.1,80,8,0.7,0.003,0.4,0.5,0,0,0.5,576.18,586.48,10.31,1.29,621,1038.37
1270,0.00025,0.1,80,8,0.7,0.003,0.4,0.5,0,0,0.5,588.11,597.99,9.88,1.36,597,1235.32
1271,0.0003,0.1,80,8,0.7,0.003,0.4,0.5,0,0,0.5,560.73,569.85,9.13,1.43,549,1140.03
1272,0.000175,0.1,80,4,0.2,0.0045,0.4,0.5,0,0,0.5,511.80,521.62,9.82,1.26,615,1061.64
1273,0.000225,0.1,80,4,0.2,0.0045,0.4,0.5,0,0,0.5,470.63,479.17,8.54,1.05,536,852.07
1274,0.00025,0.1,80,4,0.2,0.0045,0.4,0.5,0,0,0.5,476.84,485.04,8.21,1.21,510,950.34
1275,0.0003,0.1,80,4,0.2,0.0045,0.4,0.5,0,0,0.5,488.31,495.63,7.32,1.31,460,931.80
1276,0.000175,0.1,80,8,0.2,0.0045,0.4,0.5,0,0,0.5,532.99,542.67,9.68,1.49,606,1115.27
1277,0.000225,0.1,80,8,0.2,0.0045,0.4,0.5,0,0,0.5,512.97,521.46,8.50,1.28,526,1063.51
1278,0.00025,0.1,80,8,0.2,0.0045,0.4,0.5,0,0,0.5,498.15,506.47,8.33,1.19,516,895.48
1279,0.0003,0.1,80,8,0.2,0.0045,0.4,0.5,0,0,0.5,452.12,459.41,7.30,1.16,457,815.94
1280,0.000175,0.1,80,4,0.5,0.0045,0.4,0.5,0,0,0.5,533.54,544.01,10.47,1.35,658,1158.17
1281,0.000225,0.1,80,4,0.5,0.0045,0.4,0.5,0,0,0.5,565.97,575.21,9.24,1.44,581,1053.03
1282,0.00025,0.1,80,4,0.5,0.0045,0.4,0.5,0,0,0.5,513.40,522.34,8.94,1.43,562,1034.13
1283,0.0003,0.1,80,4,0.5,0.0045,0.4,0.5,0,0,0.5,540.53,548.59,8.06,1.43,508,1014.61
1284,0.000175,0.1,80,8,0.5,0.0045,0.4,0.5,0,0,0.5,581.72,592.02,10.30,1.35,644,1181.48
1285,0.000225,0.1,80,8,0.5,0.0045,0.4,0.5,0,0,0.5,550.93,560.22,9.30,1.28,581,1055.86
1286,0.00025,0.1,80,8,0.5,0.0045,0.4,0.5,0,0,0.5,532.76,541.78,9.02,1.18,568,982.42
1287,0.0003,0.1,80,8,0.5,0.0045,0.4,0.5,0,0,0.5,540.37,548.39,8.02,1.46,502,1039.08
1288,0.000175,0.1,80,4,0.7,0.0045,0.4,0.5,0,0,0.5,555.96,566.75,10.79,1.31,674,1073.49
1289,0.000225,0.1,80,4,0.7,0.0045,0.4,0.5,0,0,0.5,516.16,525.92,9.76,1.28,615,882.36
1290,0.00025,0.1,80,4,0.7,0.0045,0.4,0.5,0,0,0.5,530.42,539.74,9.32,1.28,595,1074.87
1291,0.0003,0.1,80,4,0.7,0.0045,0.4,0.5,0,0,0.5,505.22,513.70,8.48,1.42,533,963.32
1292,0.000175,0.1,80,8,0.7,0.0045,0.4,0.5,0,0,0.5,606.74,617.68,10.94,1.47,691,1146.86
1293,0.000225,0.1,80,8,0.7,0.0045,0.4,0.5,0,0,0.5,532.20,542.05,9.86,1.14,617,958.93
1294,0.00025,0.1,80,8,0.7,0.0045,0.4,0.5,0,0,0.5,555.99,565.27,9.27,1.43,587,1149.33
1295,0.0003,0.1,80,8,0.7,0.0045,0.4,0.5,0,0,0.5,533.71,542.32,8.61,1.26,543,1032.83
