ticker,shock_et,session,venue,is_earnings,earnings_date,bucket,is_shock,close,ret_pct,cum_pct,notional,shares,prev_day_notional,vs_prev,vs_base,baseline,hl_ret_pct,hl_peak_nsig
AMZN,2026-04-29 16:00,postmarket,XNAS.BASIC,True,2026-04-29,15:55,False,262.5501,0.020724149005113546,0.020724149005113546,259717765.9125,989071.0,260374071.217,0.9974793753408993,3.47587433161135,74720125.3942054,-0.8918067625516946,23.617677522448588
AMZN,2026-04-29 16:00,postmarket,XNAS.BASIC,True,2026-04-29,16:00,True,259.0,-1.352160978038086,-1.33171705288887,209417372.0,806381.0,64423281.599999994,3.2506473870775316,2.80269031797209,74720125.3942054,-0.8918067625516946,23.617677522448588
AMZN,2026-04-29 16:00,postmarket,XNAS.BASIC,True,2026-04-29,16:05,False,263.0,1.5444015444015413,0.19211743278080284,251414389.7825,956917.0,3305893.52,76.05035923313707,3.3647479638999287,74720125.3942054,-0.8918067625516946,23.617677522448588
AMZN,2026-04-29 16:00,postmarket,XNAS.BASIC,True,2026-04-29,16:10,False,254.25,-3.3269961977186346,-3.141270504621596,152339151.25,588470.0,3342051.8421,45.582521889988605,2.0387967826110476,74720125.3942054,-0.8918067625516946,23.617677522448588
ARM,2026-06-24 16:05,postmarket,XNAS.BASIC,False,,15:55,False,357.46,,0.0,71974105.344,201395.0,68888560.9365,1.0447903739830504,2.647866049498775,27181928.3900801,2.085862487584156,12.347235800563087
ARM,2026-06-24 16:05,postmarket,XNAS.BASIC,False,,16:00,False,362.4693,1.4013595926817057,1.4013595926817057,2658019.9012999996,7337.0,784550.0588,3.387954498869766,0.09778628885910941,27181928.3900801,2.085862487584156,12.347235800563087
ARM,2026-06-24 16:05,postmarket,XNAS.BASIC,False,,16:05,True,375.41,3.570150630687907,5.021540871705943,16729593.9089,45336.0,1674032.4891,9.993589740838441,0.615467514622891,27181928.3900801,2.085862487584156,12.347235800563087
ARM,2026-06-24 16:05,postmarket,XNAS.BASIC,False,,16:10,False,368.53,-1.8326629551690288,3.0968499972024777,8934054.3488,24112.0,630295.63,14.174387261418898,0.3286762521256746,27181928.3900801,2.085862487584156,12.347235800563087
ARM,2026-06-24 16:05,postmarket,XNAS.BASIC,False,,16:15,False,368.9412,0.11157843323474914,3.211883847143726,3297669.9907,8934.0,1306404.5028,2.5242334848296575,0.12131847098469536,27181928.3900801,2.085862487584156,12.347235800563087
BABA,2026-03-25 01:35,overnight,OCEA.MEMOIR,False,,01:25,False,128.49,,0.0,2768789.59,21617.0,0.0,,0.45554017885103537,6078035.96377261,2.327927368666094,6.875573283259603
